"seqn","age_years","age_group","sex","race_eth","educ_level","pir"
"140640","40","40-49","1","6","5",NULL
"140641","43","40-49","2","3","4","3.47"
"140642","10",NULL,"1","7",NULL,"1.57"
"140643","80","60+","2","3","3",NULL
"140644","21","18-29","2","1","4","3.69"
"140645","68","60+","2","6","3",NULL
"140646","73","60+","2","3","4","2.46"
"140647","5",NULL,"1","3",NULL,"1.09"
"140648","22","18-29","1","2","3","1.42"
"140649","59","50-59","1","3","2","0.96"
"140650","47","40-49","2","3","3","0.38"
"140651","80","60+","2","3","3","2.54"
"140652","6",NULL,"2","2",NULL,"3.37"
"140653","53","50-59","1","3","5","4.12"
"140654","1",NULL,"2","7",NULL,"0.65"
"140655","50","50-59","2","6","5",NULL
"140656","5.397605346934028e-79",NULL,"1","2",NULL,NULL
"140657","13",NULL,"1","4",NULL,NULL
"140658","79","60+","2","3","5","1.8"
"140659","72","60+","1","2","5","3.9"
"140660","80","60+","1","3","5","3.82"
"140661","71","60+","2","3","5","3.14"
"140662","2",NULL,"1","6",NULL,NULL
"140663","19","18-29","2","1",NULL,"3.97"
"140664","74","60+","2","7","4",NULL
"140665","59","50-59","1","7","4","5"
"140666","80","60+","1","3","5","3.14"
"140667","67","60+","2","3","5","1.75"
"140668","2",NULL,"2","4",NULL,"5"
"140669","12",NULL,"2","3",NULL,NULL
"140670","72","60+","1","3","1","1.27"
"140671","7",NULL,"1","4",NULL,NULL
"140672","29","18-29","2","4","4","5"
"140673","67","60+","1","3","3","3.82"
"140674","53","50-59","2","3","4","3.04"
"140675","15",NULL,"2","2",NULL,NULL
"140676","24","18-29","1","3","4","2.8"
"140677","61","60+","1","1","2","3.02"
"140678","71","60+","2","3","3","1.1"
"140679","1",NULL,"1","3",NULL,NULL
"140680","80","60+","2","3","5",NULL
"140681","55","50-59","2","3","4",NULL
"140682","52","50-59","2","3","5","3.25"
"140683","44","40-49","1","1","1","5.397605346934028e-79"
"140684","75","60+","2","3","5","0.57"
"140685","60","60+","2","3","3",NULL
"140686","67","60+","2","3","5","5"
"140687","44","40-49","1","6","4",NULL
"140688","14",NULL,"2","3",NULL,"1.01"
"140689","63","60+","1","3","4","5"
"140690","36","30-39","1","3","5","4"
"140691","15",NULL,"1","3",NULL,"3.23"
"140692","53","50-59","1","3","5","1.33"
"140693","80","60+","2","3","4","1.34"
"140694","70","60+","2","3","4","4.67"
"140695","5",NULL,"1","3",NULL,NULL
"140696","67","60+","2","1","1","0.4"
"140697","49","40-49","2","4","4","2.41"
"140698","21","18-29","2","3","4","1.47"
"140699","66","60+","1","3","5","4.06"
"140700","11",NULL,"1","7",NULL,NULL
"140701","10",NULL,"2","4",NULL,NULL
"140702","80","60+","2","2","3",NULL
"140703","40","40-49","1","3","3","1.85"
"140704","57","50-59","2","3","4",NULL
"140705","5",NULL,"2","3",NULL,"1.01"
"140706","30","30-39","2","3","5","4.44"
"140707","16",NULL,"2","1",NULL,"0.7"
"140708","34","30-39","1","7","4","1.84"
"140709","80","60+","1","3","5","4.51"
"140710","46","40-49","2","3","5","5"
"140711","58","50-59","1","3","4","2.14"
"140712","15",NULL,"2","1",NULL,NULL
"140713","27","18-29","1","1","4","5"
"140714","63","60+","1","3","3","4.1"
"140715","6",NULL,"2","3",NULL,"5"
"140716","27","18-29","1","2","4","1.42"
"140717","10",NULL,"1","4",NULL,"1.39"
"140718","61","60+","2","3","4","4.78"
"140719","5.397605346934028e-79",NULL,"1","4",NULL,"1.71"
"140720","61","60+","2","3","3","0.46"
"140721","12",NULL,"1","6",NULL,"5"
"140722","13",NULL,"1","6",NULL,NULL
"140723","65","60+","1","3","4","4.92"
"140724","46","40-49","1","3","3",NULL
"140725","11",NULL,"2","3",NULL,"4.32"
"140726","24","18-29","2","3","5","0.71"
"140727","45","40-49","2","7","3",NULL
"140728","38","30-39","1","1","5","4.68"
"140729","65","60+","2","3","5","5"
"140730","65","60+","1","3","5","5"
"140731","42","40-49","2","3","5","1.37"
"140732","19","18-29","2","1",NULL,"1.01"
"140733","14",NULL,"2","4",NULL,"1.91"
"140734","6",NULL,"2","3",NULL,"5"
"140735","38","30-39","1","3","5","5"
"140736","80","60+","2","6","1","0.88"
"140737","2",NULL,"2","3",NULL,NULL
"140738","80","60+","2","3","4","1.03"
"140739","66","60+","2","1","4",NULL
"140740","49","40-49","1","7","3","2.4"
"140741","14",NULL,"2","4",NULL,NULL
"140742","65","60+","2","3","4","2.78"
"140743","34","30-39","1","3","5","4.6"
"140744","18","18-29","2","3",NULL,"0.48"
"140745","57","50-59","1","7","5",NULL
"140746","50","50-59","1","1","3",NULL
"140747","8",NULL,"2","1",NULL,"0.91"
"140748","76","60+","2","3","5",NULL
"140749","71","60+","2","3","4","3.8"
"140750","4",NULL,"2","2",NULL,"0.54"
"140751","5",NULL,"1","4",NULL,"2.48"
"140752","77","60+","2","3","3","1.44"
"140753","36","30-39","2","6","2","1.37"
"140754","65","60+","2","3","4","5"
"140755","40","40-49","1","3","4",NULL
"140756","48","40-49","1","1","2","3.76"
"140757","58","50-59","2","7","3","0.74"
"140758","35","30-39","1","7","3","1.98"
"140759","5",NULL,"1","7",NULL,"5"
"140760","75","60+","2","3","5","3.8"
"140761","80","60+","1","7","4","1.06"
"140762","56","50-59","2","3","5","5"
"140763","56","50-59","2","3","5","5"
"140764","13",NULL,"1","4",NULL,"0.05"
"140765","18","18-29","2","7",NULL,NULL
"140766","62","60+","1","3","5","4.54"
"140767","14",NULL,"2","3",NULL,NULL
"140768","13",NULL,"2","3",NULL,"0.31"
"140769","70","60+","2","4","3",NULL
"140770","77","60+","2","7","5",NULL
"140771","34","30-39","2","3","5","4.78"
"140772","5",NULL,"1","2",NULL,"2.05"
"140773","60","60+","1","3","3","5"
"140774","6",NULL,"2","3",NULL,"2.15"
"140775","41","40-49","1","3","4","5"
"140776","64","60+","1","2","3","3.17"
"140777","53","50-59","2","3","5","3.75"
"140778","12",NULL,"1","3",NULL,NULL
"140779","35","30-39","2","1","4",NULL
"140780","4",NULL,"1","3",NULL,"5"
"140781","39","30-39","2","6","5","3.13"
"140782","26","18-29","1","3","4","3.11"
"140783","41","40-49","2","2","5","3.69"
"140784","29","18-29","2","6","5","4.42"
"140785","62","60+","2","3","4","3.01"
"140786","34","30-39","1","4","5","5"
"140787","33","30-39","2","3","3","1.62"
"140788","64","60+","1","3","3","0.82"
"140789","16",NULL,"2","3",NULL,"5"
"140790","72","60+","1","3","5","2.28"
"140791","1",NULL,"2","3",NULL,"5"
"140792","56","50-59","1","1","4","1.62"
"140793","6",NULL,"1","2",NULL,"1.08"
"140794","23","18-29","2","1","4",NULL
"140795","70","60+","1","3","4","3.28"
"140796","33","30-39","2","4","3","1.08"
"140797","20","18-29","2","3","4","3.75"
"140798","6",NULL,"1","1",NULL,"0.19"
"140799","64","60+","1","4","1","0.1"
"140800","13",NULL,"1","3",NULL,"1.14"
"140801","58","50-59","1","3","3","4.31"
"140802","2",NULL,"1","1",NULL,NULL
"140803","57","50-59","2","4","5","5"
"140804","30","30-39","1","3","5","5"
"140805","59","50-59","1","6","5","2.49"
"140806","13",NULL,"2","7",NULL,"3.93"
"140807","53","50-59","2","3","5","5"
"140808","27","18-29","2","6","5","5"
"140809","14",NULL,"1","7",NULL,NULL
"140810","57","50-59","1","4","3",NULL
"140811","37","30-39","2","7","2","0.39"
"140812","63","60+","2","3","4","5"
"140813","75","60+","1","3","3","1.12"
"140814","7",NULL,"1","2",NULL,"1.31"
"140815","19","18-29","1","1",NULL,"2.25"
"140816","35","30-39","2","3","4","3.58"
"140817","44","40-49","1","2","5","5"
"140818","79","60+","2","3","5","5"
"140819","13",NULL,"1","7",NULL,"3.69"
"140820","6",NULL,"1","3",NULL,"5"
"140821","80","60+","1","3","5","1.3"
"140822","8",NULL,"1","1",NULL,NULL
"140823","26","18-29","2","3","4","5"
"140824","24","18-29","2","3","5","3.68"
"140825","59","50-59","1","3","3",NULL
"140826","11",NULL,"1","3",NULL,"5"
"140827","57","50-59","2","3","5",NULL
"140828","5",NULL,"1","3",NULL,"2.45"
"140829","33","30-39","2","3","5","4.32"
"140830","33","30-39","1","3","4","1.05"
"140831","41","40-49","1","3","3","3.42"
"140832","60","60+","2","7","4","2.45"
"140833","62","60+","2","3","5","2.3"
"140834","73","60+","2","3","4","5"
"140835","17",NULL,"1","3",NULL,"2.03"
"140836","52","50-59","2","3","5","5"
"140837","11",NULL,"1","1",NULL,"1.41"
"140838","80","60+","1","3","3","2.38"
"140839","4",NULL,"2","4",NULL,"1.25"
"140840","1",NULL,"1","3",NULL,"3.91"
"140841","54","50-59","1","7","3","1.53"
"140842","11",NULL,"1","1",NULL,NULL
"140843","58","50-59","1","2",NULL,NULL
"140844","72","60+","1","7","3","1.51"
"140845","39","30-39","2","4","3","3.14"
"140846","2",NULL,"2","3",NULL,"1.05"
"140847","45","40-49","2","2","4","0.12"
"140848","50","50-59","2","2","3","2.18"
"140849","10",NULL,"2","3",NULL,"2.75"
"140850","31","30-39","2","4","5",NULL
"140851","26","18-29","1","3","5","1.01"
"140853","18","18-29","2","3",NULL,"4.44"
"140854","64","60+","2","3","5","5"
"140855","27","18-29","2","3","3",NULL
"140856","66","60+","2","3","5","2.43"
"140857","9",NULL,"1","3",NULL,"1.05"
"140858","70","60+","2","6","1","0.93"
"140859","15",NULL,"2","2",NULL,NULL
"140860","32","30-39","2","4","4",NULL
"140861","8",NULL,"1","2",NULL,"1.8"
"140862","33","30-39","2","3","4","3.02"
"140863","50","50-59","2","3","3",NULL
"140864","72","60+","2","2","2","0.74"
"140865","32","30-39","2","6","4","2.33"
"140866","5",NULL,"2","3",NULL,"2.28"
"140867","39","30-39","2","4","4","1.65"
"140868","5",NULL,"2","3",NULL,"4.33"
"140869","19","18-29","2","3",NULL,"3.96"
"140870","44","40-49","2","7","5","2.74"
"140871","47","40-49","2","6","3","5"
"140872","2",NULL,"1","1",NULL,"0.47"
"140873","66","60+","1","3","4","1.67"
"140874","34","30-39","1","3","4","4.8"
"140875","25","18-29","2","4","3","1.38"
"140876","40","40-49","1","3","4","3.13"
"140877","17",NULL,"2","3",NULL,NULL
"140878","64","60+","2","3","3",NULL
"140879","72","60+","2","2","4",NULL
"140880","54","50-59","2","3","2","1.02"
"140881","9",NULL,"1","3",NULL,NULL
"140882","4",NULL,"2","3",NULL,"5"
"140883","80","60+","2","2","1",NULL
"140884","18","18-29","2","1",NULL,"0.58"
"140885","7",NULL,"1","4",NULL,NULL
"140886","80","60+","2","4","3","1.93"
"140887","74","60+","2","3","4","1.69"
"140888","46","40-49","2","3","5","1.47"
"140889","2",NULL,"2","6",NULL,NULL
"140890","26","18-29","2","7","4","1.67"
"140891","12",NULL,"1","3",NULL,NULL
"140892","41","40-49","2","3","4","4.12"
"140893","32","30-39","2","3","5",NULL
"140894","46","40-49","1","1","3","1.94"
"140895","62","60+","2","3","4","4.92"
"140896","5",NULL,"2","7",NULL,"5"
"140897","60","60+","2","4","4","5"
"140898","42","40-49","2","3","5","5"
"140899","11",NULL,"1","3",NULL,"3.23"
"140900","11",NULL,"2","3",NULL,"2.74"
"140901","6",NULL,"1","7",NULL,NULL
"140902","31","30-39","1","2","2","5.397605346934028e-79"
"140903","17",NULL,"1","1",NULL,"4.68"
"140904","59","50-59","2","3","4","5"
"140905","68","60+","2","3","5","3.28"
"140906","50","50-59","1","1","1","1.55"
"140907","80","60+","1","3","3",NULL
"140908","10",NULL,"1","7",NULL,"1.99"
"140909","65","60+","2","3","4","2.94"
"140910","67","60+","2","3","4","1.47"
"140911","19","18-29","1","4",NULL,"2.05"
"140912","31","30-39","1","4","4","2.32"
"140913","45","40-49","1","3","5","2.46"
"140914","78","60+","2","3","4","1.19"
"140915","67","60+","1","3","4","1.46"
"140916","63","60+","1","3","3","5.397605346934028e-79"
"140917","7",NULL,"2","2",NULL,NULL
"140918","53","50-59","1","7","5","0.66"
"140919","67","60+","2","4","4",NULL
"140920","41","40-49","2","3","5","3.78"
"140921","4",NULL,"2","3",NULL,"1.86"
"140922","31","30-39","2","1","4","4.1"
"140923","13",NULL,"2","2",NULL,"0.8"
"140924","60","60+","1","3","4","5"
"140925","54","50-59","2","4","4","1.03"
"140926","5",NULL,"1","3",NULL,"5"
"140927","6",NULL,"2","3",NULL,"3.06"
"140928","80","60+","1","3","5","2.28"
"140929","12",NULL,"2","2",NULL,"0.43"
"140930","26","18-29","1","4","5","3.6"
"140931","66","60+","2","3","3","5"
"140932","3",NULL,"2","3",NULL,"4.68"
"140933","67","60+","2","3","4",NULL
"140934","64","60+","1","3","3","5"
"140935","52","50-59","2","3","4",NULL
"140936","22","18-29","1","1","1",NULL
"140937","63","60+","1","3","4","4.92"
"140938","12",NULL,"2","4",NULL,"2.58"
"140939","10",NULL,"1","2",NULL,"3.42"
"140940","7",NULL,"2","1",NULL,"2.73"
"140941","18","18-29","1","1",NULL,"1.17"
"140942","55","50-59","2","3","4","1.8"
"140943","80","60+","1","3","4",NULL
"140944","8",NULL,"1","3",NULL,"0.61"
"140945","76","60+","1","3","5","5"
"140946","56","50-59","1","3","5","5"
"140947","50","50-59","2","1","4","3.69"
"140948","19","18-29","2","2",NULL,NULL
"140949","19","18-29","2","3",NULL,"0.14"
"140950","25","18-29","2","3","5","2.47"
"140951","73","60+","2","3","3","2.36"
"140952","13",NULL,"2","2",NULL,"3.21"
"140953","40","40-49","2","1","2","0.43"
"140954","58","50-59","2","3","5","4.56"
"140955","12",NULL,"1","4",NULL,"1.09"
"140956","28","18-29","1","3","3","3.43"
"140957","20","18-29","1","2","2","0.8"
"140958","69","60+","1","2","1","0.83"
"140959","10",NULL,"2","3",NULL,"5"
"140960","32","30-39","1","2","4","1.62"
"140961","68","60+","2","3","5","3.53"
"140962","17",NULL,"1","3",NULL,"3.08"
"140963","10",NULL,"2","3",NULL,"2.4"
"140964","79","60+","1","3","2","1.99"
"140965","52","50-59","2","2","3","1.26"
"140966","14",NULL,"1","4",NULL,"0.61"
"140967","13",NULL,"2","3",NULL,"5"
"140968","34","30-39","2","3","4","1.66"
"140969","72","60+","1","3","5","5"
"140970","66","60+","1","3","2","2.43"
"140971","43","40-49","2","3","1","5.397605346934028e-79"
"140972","10",NULL,"2","3",NULL,"0.96"
"140973","6",NULL,"2","2",NULL,NULL
"140974","18","18-29","1","3",NULL,NULL
"140975","62","60+","1","3","3","0.16"
"140976","16",NULL,"2","2",NULL,"0.52"
"140977","38","30-39","2","3","5","5"
"140978","59","50-59","2","3","3","1.43"
"140979","51","50-59","2","3","4","4.71"
"140980","63","60+","1","4","5","5"
"140981","6",NULL,"1","7",NULL,"4.83"
"140982","7",NULL,"2","6",NULL,"3"
"140983","48","40-49","1","2","5",NULL
"140984","17",NULL,"1","7",NULL,"0.98"
"140985","75","60+","2","4","3","1.15"
"140986","42","40-49","1","3","5","2.67"
"140987","70","60+","1","3","2",NULL
"140988","9",NULL,"2","2",NULL,"5"
"140989","43","40-49","2","6","2","0.58"
"140990","61","60+","2","3","3","1.47"
"140991","42","40-49","2","3","2",NULL
"140992","80","60+","2","3","4","1.75"
"140993","68","60+","2","3","5","5"
"140994","31","30-39","2","2","5","1.99"
"140995","41","40-49","2","3","5","0.06"
"140996","73","60+","1","3","3","2.28"
"140997","52","50-59","2","3","5","2.31"
"140998","14",NULL,"1","3",NULL,"5"
"140999","10",NULL,"2","3",NULL,"5"
"141000","56","50-59","1","3","5",NULL
"141001","32","30-39","2","3","3","0.13"
"141002","6",NULL,"2","2",NULL,"1.67"
"141003","30","30-39","2","3","5","5"
"141004","1",NULL,"2","3",NULL,"2.03"
"141005","11",NULL,"1","3",NULL,"3.33"
"141006","80","60+","1","3","3","3.82"
"141007","17",NULL,"1","3",NULL,NULL
"141008","58","50-59","1","7","3",NULL
"141009","5.397605346934028e-79",NULL,"2","1",NULL,NULL
"141010","72","60+","1","2","4","3.28"
"141011","61","60+","2","2","5",NULL
"141012","36","30-39","1","3","5","5"
"141013","6",NULL,"2","3",NULL,NULL
"141014","61","60+","1","3","5","5"
"141015","72","60+","1","4","4","1.41"
"141016","14",NULL,"2","3",NULL,"2.42"
"141017","14",NULL,"2","4",NULL,NULL
"141018","25","18-29","1","3","5","1.69"
"141019","70","60+","2","2","4","3.42"
"141020","9",NULL,"1","1",NULL,"0.47"
"141021","54","50-59","1","3","4","1.23"
"141022","12",NULL,"2","3",NULL,"2.54"
"141023","40","40-49","1","6","5",NULL
"141024","49","40-49","1","3","4","5"
"141025","19","18-29","2","3",NULL,"2.49"
"141026","38","30-39","2","3","4","1.55"
"141027","59","50-59","1","3","3","5"
"141028","59","50-59","2","6","2","0.29"
"141029","80","60+","2","4","2","0.03"
"141030","18","18-29","2","3",NULL,"3.22"
"141031","49","40-49","1","4","5","5"
"141032","45","40-49","1","3","5","5"
"141033","70","60+","1","3","5",NULL
"141034","2",NULL,"2","3",NULL,"1.74"
"141035","8",NULL,"2","3",NULL,"1.16"
"141036","7",NULL,"1","3",NULL,"1"
"141037","27","18-29","2","4","4","1.28"
"141038","15",NULL,"2","1",NULL,"0.72"
"141039","80","60+","2","7","5","4.46"
"141040","28","18-29","1","3","4","3.31"
"141041","55","50-59","2","1","4","0.43"
"141042","8",NULL,"2","2",NULL,"1.13"
"141043","16",NULL,"2","2",NULL,"5.397605346934028e-79"
"141044","3",NULL,"1","3",NULL,"1.09"
"141045","1",NULL,"1","3",NULL,"2.43"
"141046","36","30-39","2","3","5",NULL
"141047","80","60+","2","3","4","2.94"
"141048","60","60+","2","3","3","1.1"
"141049","61","60+","1","6","4","2.57"
"141050","62","60+","1","3","3","5"
"141051","68","60+","1","3","3","3.3"
"141052","15",NULL,"1","7",NULL,"1.56"
"141053","18","18-29","1","2",NULL,"1.39"
"141054","38","30-39","1","1","2","1.44"
"141055","13",NULL,"1","2",NULL,"0.36"
"141056","8",NULL,"1","4",NULL,"0.48"
"141057","4",NULL,"2","7",NULL,"0.54"
"141058","42","40-49","1","4","5","5"
"141059","46","40-49","1","3","2","3"
"141060","65","60+","2","6","5","5"
"141061","44","40-49","2","3","5","2.85"
"141062","63","60+","2","3","4",NULL
"141063","4",NULL,"1","3",NULL,"2.96"
"141064","5",NULL,"2","6",NULL,"5"
"141065","50","50-59","1","7","3","1.26"
"141066","74","60+","1","3","5","5"
"141067","17",NULL,"2","4",NULL,"0.67"
"141068","75","60+","2","4","4","4.42"
"141069","41","40-49","2","3","4","3.33"
"141070","29","18-29","2","4","2","0.03"
"141071","42","40-49","1","1","4","2.06"
"141072","19","18-29","2","4",NULL,"2.58"
"141073","72","60+","1","3","4","1.78"
"141074","29","18-29","2","3","5","5"
"141075","61","60+","1","3","5","5"
"141076","10",NULL,"2","4",NULL,"0.3"
"141077","58","50-59","1","3","4","3.02"
"141078","5",NULL,"2","7",NULL,NULL
"141079","77","60+","2","3","3","2.02"
"141080","44","40-49","2","3","4",NULL
"141081","70","60+","1","3","5","1.23"
"141082","1",NULL,"1","3",NULL,NULL
"141083","8",NULL,"2","1",NULL,"1.15"
"141084","66","60+","1","7","4","1.71"
"141085","80","60+","1","3","3","2.32"
"141086","38","30-39","2","3","5",NULL
"141087","10",NULL,"1","7",NULL,"1"
"141088","58","50-59","2","3","4","0.72"
"141089","54","50-59","2","6","1","1.42"
"141090","17",NULL,"1","3",NULL,"5"
"141091","7",NULL,"2","1",NULL,NULL
"141092","18","18-29","2","4",NULL,NULL
"141093","22","18-29","1","6","3","0.88"
"141094","9",NULL,"2","1",NULL,"1.55"
"141095","38","30-39","2","2","1",NULL
"141096","34","30-39","2","3","5",NULL
"141097","60","60+","2","3","5","5"
"141098","3",NULL,"2","1",NULL,"2.86"
"141099","11",NULL,"1","3",NULL,"4.31"
"141100","56","50-59","1","3","4","5"
"141101","59","50-59","2","6","5","5"
"141102","16",NULL,"2","4",NULL,NULL
"141103","13",NULL,"1","3",NULL,"0.62"
"141104","80","60+","1","3","3","0.99"
"141105","46","40-49","2","7","3",NULL
"141106","15",NULL,"1","4",NULL,NULL
"141107","75","60+","1","1","5","3.55"
"141108","41","40-49","1","3","3","3.15"
"141109","10",NULL,"1","2",NULL,NULL
"141110","65","60+","2","3","4","5"
"141111","4",NULL,"1","7",NULL,"2"
"141112","9",NULL,"2","3",NULL,NULL
"141113","49","40-49","1","7","5","3.06"
"141114","65","60+","1","2","3","1.06"
"141115","33","30-39","2","3","5",NULL
"141116","53","50-59","2","2","1","1.03"
"141117","34","30-39","2","2","3","0.75"
"141118","59","50-59","2","4","3","1.03"
"141119","7",NULL,"2","6",NULL,"4.32"
"141120","53","50-59","1","4","3","1.52"
"141121","30","30-39","1","3","4","2.35"
"141122","46","40-49","1","3","5","5"
"141123","54","50-59","2","3","3","0.03"
"141124","45","40-49","2","3","5","4.3"
"141125","11",NULL,"2","3",NULL,"5"
"141126","55","50-59","2","6","5","1.01"
"141127","71","60+","2","3","5","5"
"141128","15",NULL,"2","4",NULL,"0.66"
"141129","61","60+","1","3","5","1.47"
"141130","59","50-59","2","2","2",NULL
"141131","19","18-29","1","3",NULL,"2.83"
"141132","6",NULL,"1","4",NULL,"3.77"
"141133","55","50-59","1","3","5","5"
"141134","70","60+","1","4","4","0.88"
"141135","68","60+","2","2","1","0.55"
"141136","28","18-29","1","3","3",NULL
"141137","10",NULL,"1","3",NULL,"2"
"141138","4",NULL,"2","1",NULL,"1.71"
"141139","30","30-39","2","2","5",NULL
"141140","7",NULL,"1","2",NULL,"0.05"
"141141","51","50-59","2","3","4",NULL
"141142","11",NULL,"1","3",NULL,"5"
"141143","15",NULL,"1","3",NULL,"1.61"
"141144","80","60+","2","3","3",NULL
"141145","61","60+","2","3","3","1.52"
"141146","29","18-29","2","1","3","1.04"
"141147","79","60+","2","6","4","3.7"
"141148","48","40-49","1","3","4","5"
"141149","48","40-49","1","3","5","3.73"
"141150","35","30-39","2","4","4","0.66"
"141151","52","50-59","1","3","5","2.92"
"141152","4",NULL,"1","4",NULL,"1.01"
"141153","50","50-59","2","2","1",NULL
"141154","64","60+","1","3","5",NULL
"141155","12",NULL,"2","3",NULL,"5"
"141156","34","30-39","2","1","3","1.9"
"141157","43","40-49","2","3","3","1.17"
"141158","12",NULL,"1","2",NULL,"1.34"
"141159","71","60+","1","3","2","5"
"141160","6",NULL,"1","2",NULL,"2.69"
"141161","34","30-39","2","3","5","5"
"141162","49","40-49","2","3","4",NULL
"141163","20","18-29","1","3","4","3.24"
"141164","5",NULL,"2","3",NULL,"5"
"141165","58","50-59","2","3","5","5"
"141166","39","30-39","2","3","3","0.26"
"141167","30","30-39","1","2","4",NULL
"141168","34","30-39","2","4","3","0.93"
"141169","39","30-39","2","2","4","1.37"
"141170","70","60+","1","3","5","5"
"141171","49","40-49","1","3","3","4.12"
"141172","29","18-29","2","1","5","2.43"
"141173","50","50-59","1","6","3","0.61"
"141174","64","60+","1","1","1","0.02"
"141175","33","30-39","2","3","5",NULL
"141176","73","60+","1","3","5","5"
"141177","70","60+","2","3","5","4.88"
"141178","59","50-59","2","3","5","5"
"141179","55","50-59","2","3","4","2.85"
"141180","57","50-59","1","7","4","1.64"
"141181","14",NULL,"1","4",NULL,NULL
"141182","42","40-49","2","3","5","5"
"141183","30","30-39","2","2","5","5"
"141184","79","60+","1","7","3","2.74"
"141185","42","40-49","1","3","5","4.46"
"141186","71","60+","2","3","3","0.92"
"141187","74","60+","1","3","3","5"
"141188","80","60+","2","3","4",NULL
"141189","34","30-39","2","7","4","1.1"
"141190","3",NULL,"1","6",NULL,NULL
"141191","3",NULL,"2","4",NULL,"0.52"
"141192","5.397605346934028e-79",NULL,"2","7",NULL,"2.16"
"141193","37","30-39","1","2","1","0.83"
"141194","57","50-59","1","3","4","3.44"
"141195","28","18-29","2","3","4","0.86"
"141196","54","50-59","2","3","5","5"
"141197","39","30-39","2","3","4","2.19"
"141198","9",NULL,"2","3",NULL,NULL
"141199","68","60+","1","3","4",NULL
"141200","13",NULL,"2","2",NULL,"2.16"
"141201","80","60+","1","3","2",NULL
"141202","8",NULL,"1","3",NULL,"1.24"
"141203","12",NULL,"1","3",NULL,"2.17"
"141204","20","18-29","1","3","4",NULL
"141205","71","60+","2","3","5","4.1"
"141206","24","18-29","1","3","3","1.85"
"141207","80","60+","1","3","3","5"
"141208","59","50-59","1","3","4","5"
"141209","38","30-39","2","3","4","0.77"
"141210","80","60+","1","3","5","2.58"
"141211","78","60+","2","3","5","4.42"
"141212","73","60+","2","3","4","3"
"141213","41","40-49","1","3","5","5"
"141214","18","18-29","2","3",NULL,"0.91"
"141215","55","50-59","1","3","3","2.94"
"141216","32","30-39","1","3","4","4.31"
"141217","10",NULL,"2","1",NULL,"1.99"
"141218","72","60+","1","2","2","0.05"
"141219","24","18-29","2","1","2","1.21"
"141220","10",NULL,"2","1",NULL,NULL
"141221","18","18-29","2","3",NULL,"0.29"
"141222","5.397605346934028e-79",NULL,"1","2",NULL,"0.14"
"141223","18","18-29","2","3",NULL,"5"
"141224","33","30-39","2","3","5","1.13"
"141225","67","60+","2","3","1","0.63"
"141226","9",NULL,"1","4",NULL,"0.58"
"141227","50","50-59","2","3","4","0.57"
"141228","3",NULL,"1","7",NULL,"1.14"
"141229","50","50-59","1","4","4","5"
"141230","32","30-39","1","7","5","5"
"141231","20","18-29","1","1","5",NULL
"141232","53","50-59","1","2","3","1.13"
"141233","15",NULL,"1","4",NULL,"0.27"
"141234","49","40-49","1","3","4","1.71"
"141235","12",NULL,"2","7",NULL,NULL
"141236","72","60+","1","7","4","3.53"
"141237","12",NULL,"2","3",NULL,"1.85"
"141238","50","50-59","2","3","2",NULL
"141239","41","40-49","1","4","4","3.82"
"141240","19","18-29","1","3",NULL,"5.397605346934028e-79"
"141241","22","18-29","1","3","4","4.45"
"141242","12",NULL,"1","3",NULL,"5"
"141243","11",NULL,"2","7",NULL,"2.52"
"141244","53","50-59","2","4","4","0.76"
"141245","3",NULL,"1","1",NULL,NULL
"141246","18","18-29","1","4",NULL,"2.16"
"141247","55","50-59","2","4","5","4.59"
"141248","15",NULL,"2","2",NULL,"2.28"
"141249","45","40-49","2","3","4","2.5"
"141250","69","60+","1","4","1",NULL
"141251","80","60+","2","3","3","1.91"
"141252","56","50-59","1","4","3","1.01"
"141253","53","50-59","1","3","4","1.13"
"141254","57","50-59","2","3","4","2.73"
"141255","10",NULL,"1","1",NULL,NULL
"141256","7",NULL,"1","3",NULL,"2.12"
"141257","2",NULL,"2","3",NULL,"0.98"
"141258","1",NULL,"2","4",NULL,NULL
"141259","14",NULL,"1","3",NULL,"1.58"
"141260","80","60+","1","3","5",NULL
"141261","51","50-59","1","3","4","2.33"
"141262","42","40-49","2","2","3","3.42"
"141263","31","30-39","2","3","5","5"
"141264","50","50-59","2","2","4","2.47"
"141265","4",NULL,"1","3",NULL,"5"
"141266","3",NULL,"1","1",NULL,"0.9"
"141267","55","50-59","2","4","3",NULL
"141268","5.397605346934028e-79",NULL,"2","3",NULL,"0.79"
"141269","48","40-49","1","6","5","4"
"141270","67","60+","2","3","5","5"
"141271","75","60+","2","3","4","5"
"141272","18","18-29","1","3",NULL,"0.66"
"141273","47","40-49","2","3","5","2.86"
"141274","28","18-29","2","7","5","4.04"
"141275","61","60+","2","4","5","3.6"
"141276","31","30-39","1","3","5","5"
"141277","65","60+","2","2","1","1.85"
"141278","38","30-39","1","3","4","3.33"
"141279","15",NULL,"2","3",NULL,"0.77"
"141280","5",NULL,"1","3",NULL,"4.25"
"141281","75","60+","2","3","5","5"
"141282","58","50-59","1","3","5","4.46"
"141283","61","60+","2","3","4","5"
"141284","9",NULL,"1","6",NULL,NULL
"141285","38","30-39","2","3","5","5"
"141286","2",NULL,"1","2",NULL,"5"
"141287","71","60+","1","6","2","2.18"
